image_name,image_path,retrieved_captions,retrieved_scores,raw_rag,answer_rag,raw_no_rag,answer_no_rag
000000534041.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000534041.jpg,"['A little boy is being held on a lap while eating.', 'Mom has to help him eat his hot dog and bun.', 'A woman feeds a toddler a hot dog while he holds a purple bottle.', 'A person feeding a little boy a hot dog as he sits at an iron table.', 'A little boy smiling for a picture as he eats.']","[0.34580984711647034, 0.33870354294776917, 0.3309355676174164, 0.3255061209201813, 0.315604031085968]",A woman feeds a little boy a hot dog while he holds a purple bottle.,A woman feeds a little boy a hot dog while he holds a purple bottle.,A young boy in a navy shirt is sitting at a table with a purple water bottle and a bag of,A young boy in a navy shirt is sitting at a table with a purple water bottle and a bag of
000000512248.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000512248.jpg,"['A jewelry store sign that looks like a clock.', 'A sign hanging of the side of a building on top of a clock.', 'A clock  and a spoon atop a commercial building.', 'a big clock on a blue pole in a small downtown town', 'Green and white store front clock in front of a building. ']","[0.3773244321346283, 0.342510849237442, 0.33038002252578735, 0.3291585445404053, 0.3131025433540344]",A clock and a sign for Gordons Jewelry are on top of a pole.,A clock and a sign for Gordons Jewelry are on top of a pole.,A clock on a pole in front of a building that says Gordons Jewelry.,A clock on a pole in front of a building that says Gordons Jewelry.
000000214869.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000214869.jpg,"['A remote control storage pouch attached to a couch. ', 'The four remotes are inside of pockets on the arm of a couch.', 'The cog is getting cozy with the remote control.', 'a remote control holder attached to living room furniture that is full of controllers', 'A piece of luggage is ready to go with cold wear on top for quick usage.']","[0.30749595165252686, 0.29452380537986755, 0.2852468192577362, 0.28166884183883667, 0.2786611020565033]",A remote control holder attached to living room furniture that is full of controllers.,A remote control holder attached to living room furniture that is full of controllers.,A woman wearing a floral shirt and a black purse.,A woman wearing a floral shirt and a black purse.
000000125472.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000125472.jpg,"['A man in a baseball cap riding a skateboard grinding an edge.', 'A man that is jumping in the air with a skateboard.', 'The skateboarder wears headphones while jumping to grab his board.', 'A guy wear a short khaki pants and brown tee is on a skate board.', 'A somewhat blurry image of a young man in the air on his skateboard. ']","[0.34965601563453674, 0.3381180465221405, 0.3368646800518036, 0.336237370967865, 0.33606407046318054]",A skateboarder is captured mid-air while performing a trick.,A skateboarder is captured mid-air while performing a trick.,A man in a green shirt and white pants is performing a skateboard trick in the air.,A man in a green shirt and white pants is performing a skateboard trick in the air.
000000236599.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000236599.jpg,"['A an flying a kite in a field away from parked cars and other flying kites.', 'A field beside a lake is occupied by many kite flyers.', 'A grassy field with kites being flown above', 'An open field with a truck and some kites being flown', 'People flying kites in a park next to a lake.']","[0.3697489798069, 0.3608018755912781, 0.3510873317718506, 0.34594443440437317, 0.3442489504814148]",A grassy field with kites being flown.,A grassy field with kites being flown.,"A virtual scene with a grassy field, a fence, and various kites flying in the sky.","A virtual scene with a grassy field, a fence, and various kites flying in the sky."
000000485895.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000485895.jpg,"[""Two giraffe's by large rocks with and ostrich. "", 'Two giraffes wander the open park in the same direction.', 'Many giraffes are poking their heads beyond some rocks.', 'Trees mark the far side of a fence that encloses a large environment space with man made rocks and two giraffes, one close up and very large, the other small, and seemingly far away.  ', 'The giraffe is walking toward a rock on a trail. ']","[0.349308043718338, 0.344011515378952, 0.3379628360271454, 0.3376358151435852, 0.3366544544696808]",A giraffe is standing in a grassy field next to a tree and a large rock.,A giraffe is standing in a grassy field next to a tree and a large rock.,A giraffe standing in a grassy field next to a tree and a termite mound.,A giraffe standing in a grassy field next to a tree and a termite mound.
000000442323.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000442323.jpg,"['A hotel has a small tv on the dresser.', 'A television on a dresser in what appears to be a hotel room.', 'A hotel room with a small television and a work desk.', 'A hotel room with television and desk in the corner.', 'a hotel room with a little desk in the corner of the room. ']","[0.3610970973968506, 0.3434373438358307, 0.33820122480392456, 0.33733347058296204, 0.33017632365226746]",A hotel room with a small television and a work desk.,A hotel room with a small television and a work desk.,A hotel room with a television on top of a dresser.,A hotel room with a television on top of a dresser.
000000128051.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000128051.jpg,"['A bus parked in the weeds on a sunny day ', 'A green bus with a smaller bus sitting on top of it.', 'A green passenger bus parked in a lot.', 'Bus stopped at the side of the road.', 'A bus that is sitting in the grass near a street.']","[0.32926666736602783, 0.3278585374355316, 0.3255670666694641, 0.32351237535476685, 0.32348334789276123]",A green bus with a smaller bus sitting on top of it.,A green bus with a smaller bus sitting on top of it.,A green bus is parked on the grass next to a road.,A green bus is parked on the grass next to a road.
000000462756.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000462756.jpg,"['Motorcycle sitting on a dirt road in front of a farm house advertising produce.', 'A motorcycle is parked on a dirt road in front of an old farm truck selling produce.', 'A grey motorcycle on dirt road next to a building.', 'a close up of a motorcycle parked on a dirt road', 'A motorcycle parked on a gravel road near a park.']","[0.3734622299671173, 0.35881009697914124, 0.3463696539402008, 0.33978357911109924, 0.33338481187820435]",A motorcycle is parked on a dirt road in front of an old farm truck selling produce.,A motorcycle is parked on a dirt road in front of an old farm truck selling produce.,A motorcycle is parked on a dirt road in front of a produce stand.,A motorcycle is parked on a dirt road in front of a produce stand.
000000021503.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000021503.jpg,"['The sandwich had been cut and was ready to eat.', 'The large ham sandwich is cut into hlaves.', 'Servers cut and plate some birthday cake slices.', 'The sandwich is ready to be eaten. ', 'The cake is prepared and ready to be eaten.']","[0.30559349060058594, 0.2948510944843292, 0.2941952645778656, 0.29160913825035095, 0.28784939646720886]",The sandwich had been cut and was ready to eat.,The sandwich had been cut and was ready to eat.,A white plate with four pieces of cheese bread on it.,A white plate with four pieces of cheese bread on it.
000000228214.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000228214.jpg,"['A full dressed marine is looking at his cell phone.', 'A Marine that is looking at his cell phone.', 'A marine in uniform using a smart phone.', 'A man in uniform is looking at his phone.', 'An individual is taken in this very picture. \n']","[0.40052756667137146, 0.37820231914520264, 0.37513813376426697, 0.3113184869289398, 0.27774152159690857]",A full dressed marine is looking at his cell phone.,A full dressed marine is looking at his cell phone.,A man in a Marine uniform is looking at his phone.,A man in a Marine uniform is looking at his phone.
000000571857.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000571857.jpg,"['In the desert, two people are sitting next to a small propeller plane next to a tent with other planes in the background.', 'A small plane is taking off from a sandy beach', 'A small plane on the sand near a beach.', 'A few people are getting of a plane.', 'The airplane is on the ground, but getting ready for takeoff.']","[0.4102139472961426, 0.30330029129981995, 0.3024943768978119, 0.3004010021686554, 0.2984688878059387]","In the desert, two people are sitting next to a small propeller plane next to a tent with other planes in the","In the desert, two people are sitting next to a small propeller plane next to a tent with other planes in the",A man and woman sitting in chairs in front of a glider plane in the desert.,A man and woman sitting in chairs in front of a glider plane in the desert.
000000261888.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000261888.jpg,"['A bicyclist waiting in the roadway until two horses pass.', 'A bicyclist stopping on the road to take a picture', 'A person standing next to a bike on top of a road.', 'a bicyclist rests on a bike on an empty highway with two horses walking alone up the street ', 'a couple of people that are biking down a road']","[0.32059869170188904, 0.3192662298679352, 0.31281009316444397, 0.3125402331352234, 0.30472031235694885]",A bicyclist waiting in the roadway until two horses pass.,A bicyclist waiting in the roadway until two horses pass.,A person on a bicycle is stopped at a stop sign on a road with two other people walking behind them.,A person on a bicycle is stopped at a stop sign on a road with two other people walking behind them.
000000156643.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000156643.jpg,"['Person cutting cake at a theme restaurant characters in background.', 'A smiling man sitting by a very nice looking cake.', 'A man and little girl in front of a cake.', 'A man and a child sitting in front of a cake at a bench.', 'A boy is riding a bike with a teddy bear as a person sitting is toasting a beer.']","[0.3014729917049408, 0.2919093370437622, 0.28970685601234436, 0.28255489468574524, 0.2783878445625305]",A man is cutting a cake at a table with a Carlsberg beer keg and a mascot in the,A man is cutting a cake at a table with a Carlsberg beer keg and a mascot in the,A man in a white shirt is cutting a cake with a knife in front of a Carlsberg beer,A man in a white shirt is cutting a cake with a knife in front of a Carlsberg beer
000000378244.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000378244.jpg,"['A man wearing black skiing down a slope.', 'an adult man skiing down a mountain near evergreen trees', 'a man skiing down a hill with a tree behind him ', 'A person skis through some trees down a hill', 'Skier in a black going down the side of a mountain. ']","[0.3484940230846405, 0.3443244695663452, 0.3413158357143402, 0.3356941044330597, 0.33493533730506897]",A skier in black skiing down a snowy slope with trees in the background.,A skier in black skiing down a snowy slope with trees in the background.,A skier in black skiing down a snowy slope with trees in the background.,A skier in black skiing down a snowy slope with trees in the background.
000000320425.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000320425.jpg,"['Some giraffes are standing in the middle of the zoo exhibit. ', 'A herd of giraffes in a zoo enclosure.', 'A group of giraffes standing around their pens.', 'Giraffes stand around in the wild animal park.', 'A group of giraffes wonder around in a fenced off area with other animals. ']","[0.36352619528770447, 0.3601599931716919, 0.35885947942733765, 0.34791088104248047, 0.34753769636154175]",A herd of giraffes are standing in the middle of their enclosure.,A herd of giraffes are standing in the middle of their enclosure.,A group of giraffes are standing in a dirt area.,A group of giraffes are standing in a dirt area.
