image_name,image_path,retrieved_captions,retrieved_scores,raw_rag,answer_rag,raw_no_rag,answer_no_rag
1806580620.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/1806580620.jpg,"[' A girl with sunglasses is standing by an airplane .', ' A blond woman with glasses shops at an outdoor market .', ' A young blond women smiling at something .', ' A woman is smiling at an outdoor market .', ' A blond woman holds an umbrella over a race car driver .']","[0.3074268400669098, 0.3050159811973572, 0.2990702688694, 0.29258233308792114, 0.28651997447013855]",A blond woman with glasses smiles at something.,A blond woman with glasses smiles at something.,A woman wearing a denim jacket and sunglasses smiles while standing in front of a red car.,A woman wearing a denim jacket and sunglasses smiles while standing in front of a red car.
1105137588.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/1105137588.jpg,"[' Asians are sitting at a table and eating beside a green and white wall .', ' Three men in long clothes sit and spend the day together .', ' Workers rest against the wall after a long day .', ' A group eating lunch on break .', ' A teenager getting his haircut while his friends wait .']","[0.40452635288238525, 0.32595008611679077, 0.3253210484981537, 0.3245261013507843, 0.3239995539188385]",Three men in long clothes sit and spend the day together.,Three men in long clothes sit and spend the day together.,Three men are sitting at a table eating food.,Three men are sitting at a table eating food.
2656110989.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/2656110989.jpg,"[' An elderly man cuts lumber outdoors .', ' A worker is at the bottom of an outdoor flight of steps using power tools on a makeshift work surface which consists of wood boards that are on top of a couple of a-frame stands .', ' A man working in a yard using power tools .', ' A man in a dark green shirt is splitting wood next to a tree .', ' A youngster plays in the yard while his dad does lawn work .']","[0.3000118136405945, 0.2983166575431824, 0.2979899048805237, 0.29574617743492126, 0.28807613253593445]",An elderly man cuts lumber outdoors.,An elderly man cuts lumber outdoors.,A man is sitting on a chair in a backyard with a stack of wooden pallets.,A man is sitting on a chair in a backyard with a stack of wooden pallets.
7576330234.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/7576330234.jpg,"[' The man in a black suit and helmet , with green spots here and there , rides a skateboard around a racetrack .', ' A person wearing a helmet begins to ride a skateboard down a street hill .', ' a child in a helmet and gloves on a skateboard is airborne', ' a boy wearing rollerblades jumping over a barrel', ' Inline skater taking a jump .']","[0.3615042269229889, 0.3390878736972809, 0.33578839898109436, 0.32747864723205566, 0.3258682191371918]",A person wearing a helmet and rollerblades is taking a jump on a skateboard.,A person wearing a helmet and rollerblades is taking a jump on a skateboard.,A person in a black helmet and neon green pants is riding a skateboard.,A person in a black helmet and neon green pants is riding a skateboard.
4942012087.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/4942012087.jpg,"[' A city street with a few passersby , featuring a cinder-block wall with graffiti on it .', ' A cyclist is riding past a decorated building .', ' a lone bicyclist jumping on his bike in front of a graffitied wall .', ' A man with a red bag rides his bike down a damp city street in front of a building covered in scaffolding .', ' Micky mouse mural and graffiti on the side of multiple story buildings .']","[0.3120862543582916, 0.31012266874313354, 0.30892887711524963, 0.2911165952682495, 0.2904760539531708]",A man with a red bag rides his bike down a damp city street in front of a building covered in sc,A man with a red bag rides his bike down a damp city street in front of a building covered in sc,A street scene with a building under construction and a mural on the side of it.,A street scene with a building under construction and a mural on the side of it.
2609133063.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/2609133063.jpg,"[' The women is holding the boy while looking across the street .', ' His nanny watches as a young boy rides his toy down the sidewalk .', ' A young boy is sitting on asphalt in front of a young girl who is standing up .', ' A woman and a little girl turning a corner on a city street .', ' A young boy watching a woman walk though blocks .']","[0.35618534684181213, 0.3548327088356018, 0.3536332845687866, 0.3423396944999695, 0.3409936726093292]",A woman in a black dress is standing next to a young boy who is playing with a toy car.,A woman in a black dress is standing next to a young boy who is playing with a toy car.,A woman in a black dress and high heels is standing next to a boy who is playing with a toy car.,A woman in a black dress and high heels is standing next to a boy who is playing with a toy car.
3336374196.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/3336374196.jpg,"[' A skateboarder is riding on a red ramp by the ocean .', ' Skateboarder in a red shirt grinding along the edge of a concrete ramp .', ' A boy wearing skates sliding down concrete railing of steps near a pole .', ' A man is grinding his skateboard on a guard rail .', ' A boy does a skateboard jump at a skateboard park .']","[0.3579944670200348, 0.3547203838825226, 0.35411638021469116, 0.3444410264492035, 0.34379705786705017]",A skateboarder in a red shirt is grinding his skateboard on a guard rail.,A skateboarder in a red shirt is grinding his skateboard on a guard rail.,A skateboarder in a red shirt and brown hat is performing a trick on a metal rail at a skate,A skateboarder in a red shirt and brown hat is performing a trick on a metal rail at a skate
4718615348.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/4718615348.jpg,"[' Advertisement for Bronislaw Komorowski .', ' A large building with the number four displayed at the top sits in an urban setting .', ' The man with spiky hair sits by a colorful poster .', "" A man in a pinstriped suit walks down the street and does n't notice the quirky poster on his left ."", ' A man sits on a blue stool at a booth underneath a banner .']","[0.43370500206947327, 0.2557664215564728, 0.24526633322238922, 0.24136795103549957, 0.23676259815692902]",A large building with the number four displayed at the top sits in an urban setting.,A large building with the number four displayed at the top sits in an urban setting.,A large billboard featuring Bronislaw Komorowski hangs above a McDonald's restaurant.,A large billboard featuring Bronislaw Komorowski hangs above a McDonald's restaurant.
5635975939.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/5635975939.jpg,"[' A woman plays a keyboard in front of an audience .', ' A man and a woman , both musicians , stand on stage behind a keyboard .', ' Two female singers on stage with a guitarist , keyboardist and drummer accompanying .', ' A woman playing the keyboard and singing awash in a blue light .', ' The keyboardist and a female vocalist share a microphone while a second man looks on .']","[0.3009052872657776, 0.3004521429538727, 0.29652756452560425, 0.29609644412994385, 0.29402995109558105]",A woman plays a keyboard in front of an audience.,A woman plays a keyboard in front of an audience.,A man playing drums and another man playing a keyboard on a stage.,A man playing drums and another man playing a keyboard on a stage.
3574962735.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/3574962735.jpg,"[' People at an outdoor bar .', ' People are sitting outside at tables .', ' People talking outside drinking beer .', ' A few people are sitting around having a drinks .', ' People enjoying lunch outside with a bridge in the background .']","[0.33408722281455994, 0.3125224709510803, 0.3004770278930664, 0.29131433367729187, 0.2910395562648773]",People are sitting outside at tables under a bridge.,People are sitting outside at tables under a bridge.,A group of people are sitting at tables under a canopy on a wooden deck.,A group of people are sitting at tables under a canopy on a wooden deck.
3251648670.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/3251648670.jpg,"[' Distorted photograph of a child at the bottom of a slide .', ' A young boy is playing with a slinky in the street', ' A child is sliding down a spiral slide on a playground .', ' a little girl ends up at the bottom of the slide .', ' A blond child in a jacket is sitting at the top of a slide at a playground .']","[0.3541581332683563, 0.3491377830505371, 0.33570700883865356, 0.33350542187690735, 0.33217230439186096]",A blond child in a jacket is sitting at the top of a slide at a playground.,A blond child in a jacket is sitting at the top of a slide at a playground.,A boy is playing on a slide at a playground.,A boy is playing on a slide at a playground.
